Province,District,Recency District,Facility,DATIM Site Name,DATIM Org ID,Facility ID
Matabeleland South,Bulilima,Bulilima,Hingwe Rural Health Centre,Hingwe - 100598 - Clinic,pAUXg8FfZlS,ZW060220
Matabeleland South,Bulilima,Bulilima,Dombodema Clinic,Dombodema Clinic,D79NwzzVJYp,ZW060225
Matabeleland South,Bulilima,Bulilima,Madlambudzi Clinic,Madlambuzi - 100807 - Clinic,mJIpxNdl2QY,ZW060228
Matabeleland South,Bulilima,Bulilima,Ndiweni Clinic,Ndiweni - 101211 - Clinic,mCKQlE4o0Yr,ZW060230
Matabeleland South,Bulilima,Bulilima,Sikhathini Clinic,Sikhatini - 101585 - Clinic,mb8xNkQoiuv,ZW060231
Matabeleland South,Bulilima,Bulilima,Bezu Clinic ,Bezu - 100066 - Clinic,KYBy3FfZcPu,ZW060234
Matabeleland South,Bulilima,Bulilima,Masendu Clinic,Masendu - 100921 - Clinic,twOU9Qka6Hm,ZW060235
Matabeleland South,Bulilima,Bulilima,Tokwana Clinic,Tokwana - 101907 - Clinic,O4kX8ajY1Lp,ZW060236
Matabeleland South,Bulilima,Bulilima,Solusi Mission Clinic,Solusi - 101612 - Clinic,L0BhteRCV93,ZW060291
Matabeleland South,Gwanda,Gwanda,Gungwe RHC,Gungwe - 100548 - Rural Health Centre,KlVFxBUmMPa,ZW060301
Matabeleland South,Gwanda,Gwanda,Makwe RHC,Makwe - 100859 - Rural Health Centre,MfChw9iO4MQ,ZW060302
Matabeleland South,Gwanda,Gwanda,Nhwali RHC,Nhwali - 101271 - Rural Health Centre,CPy6XjJD08i,ZW060303
Matabeleland South,Gwanda,Gwanda,Manama Mission Hospital,Manama - 100867 - Mission Hospital,fqYJ8EfOnTe,ZW06030B
Matabeleland South,Gwanda,Gwanda,Mtshabezi Mission Hospital,Mtshabezi - 101073 - Mission Hospital,IVZFwtiwLgU,ZW06030C
Matabeleland South,Gwanda,Gwanda,Buvuma Clinic,Buvuma - 100107 - Clinic,B7i3EGdTPnj,ZW060325
Matabeleland South,Gwanda,Gwanda,Kafusi Clinic,Kafusi - 100689 - Clinic,N26tcya5qNw,ZW060326
Matabeleland South,Gwanda,Gwanda,Mzimuni Clinic,Mzimuni - 101203 - Clinic,KOtS4LirnJo,ZW060328
Matabeleland South,Gwanda,Gwanda,Ntalale Clinic,Ntalale - 101302 - Clinic,mm2j4nL6ha9,ZW060329
Matabeleland South,Gwanda,Gwanda,Sengezane Clinic,,ZW060330,ZW060330
Matabeleland South,Gwanda,Gwanda,Garanyemba Clinic,Garanyemba - 100490 - Clinic,bB4csCSIDEn,ZW060331
Matabeleland South,Gwanda,Gwanda,Lushongwe Clinic,Lushongwe - 100783 - Clinic,nWY5DVISxvp,ZW060333
Matabeleland South,Gwanda,Gwanda,Phakama Clinic,Pakama - 101403 - Clinic,zrlHTputbK4,ZW060362
Matabeleland South,Gwanda,Gwanda,Selonga Clinic,Selonga - 101536 - Rural Health Centre,mQbanvNia3z,ZW060363
Matabeleland South,Gwanda,Gwanda,Silikwe Clinic,Silkwe - 101589 - Rural Health centre,lq1a53Zl3Gn,ZW060368
Matabeleland South,Gwanda,Gwanda,West Nicholson Clinic,West Nicolson - 101772 - Clinic,cUPFcuov2Fc,ZW060382
Matabeleland South,Insiza,Insiza,Gwatemba Rural Health Centre,Gwatemba - 100566 - Rural Health Centre,y6M9rtUuWa9,ZW060402
Matabeleland South,Insiza,Insiza,Insiza Rural Health Centre,Insiza PBS - 100640 - Clinic,ZaWOfFs5CGk,ZW060403
Matabeleland South,Insiza,Insiza,Mabuze Rural Health Centre,Mabuze - 100795 - Rural Health Centre,ZzNvcMVOVP3,ZW060404
Matabeleland South,Insiza,Insiza,Nkankezi Rural Health Centre,Nkankezi - 101274 - Rural Health Centre,gu6QjBK15Rz,ZW060405
Matabeleland South,Insiza,Insiza,Nyamime Rural Health Centre,Nyamime - 101351 - Rural Health Centre,LAGfgfyUDwT,ZW060406
Matabeleland South,Insiza,Insiza,Sanale Rural Health Centre,Sanale - 101520 - Rural Health Centre,Adc2S4HRzAf,ZW060407
Matabeleland South,Insiza,Insiza,Gwanda State University,Gwanda University,nxQavCU6rAf,ZW060408
Matabeleland South,Insiza,Insiza,Filabusi District Hospital,Filabusi - 100468 - District Hospital,nTq5H4A7Lyc,ZW06040A
Matabeleland South,Insiza,Insiza,Shangani Rural Hospital,Shangani - 101557 - Rural Hospital,xGshYPXKdF6,ZW06040B
Matabeleland South,Insiza,Insiza,Avoca Rural Hospital,Avoca - 100029 - Rural Hospital,qmtMQzRoH0H,ZW06040C
Matabeleland South,Insiza,Insiza,Wanezi Mission Hospital,Wanezi - 101757 - Rural Hospital,b3PU8AeeaQC,ZW06040D
Matabeleland South,Insiza,Insiza,Singwango Clinic,Singwango - 101603 - Clinic,YAoTF1MIrjU,ZW060425
Matabeleland South,Insiza,Insiza,Zhulube Clinic,Zhulube - 101793 - Clinic,krUJBXgxsij,ZW060426
Matabeleland South,Insiza,Insiza,Singwambizi Clinic,Singwambizi - 101602 - Clinic,ec12kvcjS7E,ZW060427
Matabeleland South,Insiza,Insiza,Kombo Health Post,Kombo - 100734 - Clinic,Ct34hgdcaQf,ZW060428
Matabeleland South,Insiza,Insiza,Saphila RDC,Saphila - 101530 - Council Clinic(Construction),wzZvw0u6fe2,ZW060429
Matabeleland South,Insiza,Insiza,Amazon Clinic,Amazon Clinic,WX4iuiyQmwV,ZW060430
Matabeleland South,Insiza,Insiza,Mbondo,,ZW060431,ZW060431
Matabeleland South,Insiza,Insiza,Shangani Clinic,Shangani - 101556 - Mine Clinic,ohXsGJeKhB4,ZW060477
Matabeleland South,Matobo,Matobo,Natisa Rural Health Centre,Natisa - 101208 - Rural Health Centre,BT9ERqzG21A,ZW060501
Matabeleland South,Matobo,Matobo,Sankonjane Rural Health Centre,Sankonjana - 101525 - Rural Health Centre,khHSytZaECG,ZW060502
Matabeleland South,Matobo,Matobo,Homestead Rural Health Centre,Homestead - 100606 - Rural Health Centre,Zjgwzp0iPau,ZW060503
Matabeleland South,Matobo,Matobo,Beula-seula Rural Health Centre,Beula - 100064 - Rural Health Centre,TBrKYpmE8ys,ZW060504
Matabeleland South,Matobo,Matobo,Ekukhanyeni Clinic,Ekukanyeni - 100439 - Clinic,RsSbNZR2lnR,ZW060505
Matabeleland South,Matobo,Matobo,Fumugwe,Fumugwe - 100479 - Clinic,QBWN4VDaKc9,ZW060506
Matabeleland South,Matobo,Matobo,Silozwi,Silozwi Clinic,vDYNQpQFm21,ZW060507
Matabeleland South,Matobo,Matobo,Ndabankulu Clinic,Ndabankulu Clinic,JBrHjCgtk1U,ZW060508
Matabeleland South,Matobo,Matobo,Maphisa District Hospital,Maphisa - 100890 - District Hospital,qwnyqPsOoCT,ZW06050A
Matabeleland South,Matobo,Matobo,Kezi Rural Hospital,Kezi - 100732 - Rural Hospital,FDm9hBNYb99,ZW06050B
Matabeleland South,Matobo,Matobo,Matopo Rural Hospital,Matobo Rural - 100957 - Rural Hospital,f3mLKel2gIx,ZW06050C
Matabeleland South,Matobo,Matobo,Tshelanyemba Mission Hospital,Tshelanyemba - 101711 - Mission Hospital,wa7S2vIGgVg,ZW06050D
Matabeleland South,Matobo,Matobo,St Joseph's Mission Hospital,St. Joseph's - 101644 - Rural Hospital,XVUGfE4rVxG,ZW06050E
Matabeleland South,Matobo,Matobo,Mbembeswane Clinic,Mbembeswana - 100991 - Rural Health Centre,lXWXq7pvXNr,ZW060525
Matabeleland South,Matobo,Matobo,Gulati Rural Health Center,Gulati - 100540 - Rural Health Centre,kEC31WjP2wR,ZW060581
Matabeleland South,Matobo,Matobo,Matopo Mission Clinic,Matobo - 100956 - Mission Clinic,gri4bmtWbqG,ZW060591
Matabeleland South,Matobo,Matobo,Bazha Mission Clinic,Bazha - 100048 - Clinic,B5YF4fUJEVU,ZW060592
Matabeleland South,Matobo,Matobo,Masiye Clinic,Masiye Camp - 100932 - Clinic,mgxlglCseF4,ZW060593
Matabeleland South,Matobo,Matobo,Cyrene Mission Clinic,Cyrene - 100354 - Mission Clinic,jxSgfvRa1kd,ZW060594
Matabeleland South,Umzingwane,Umzingwane,Kumbudzi RHC,Kumbuzi - 100745 - Rural Health Centre,RbPl86Ek1pJ,ZW060601
Matabeleland South,Umzingwane,Umzingwane,Mbizingwe RHC,Mbizingwe - 100995 - Rural Health Centre,WRQDsk1fI1Z,ZW060602
Matabeleland South,Umzingwane,Umzingwane,Mpisini RHC,Mpisini - 101044 - Clinic,QF8O7qAp5NJ,ZW060605
Matabeleland South,Umzingwane,Umzingwane,Mzingwane RHC,Umzingwane - 101725 - Clinic,NYyR0XgxhQr,ZW060606
Matabeleland South,Umzingwane,Umzingwane,Esigodini District Hospital,Esigodini - 100456 - District Hospital,EJIkhGYlQVb,ZW06060A
Matabeleland South,Umzingwane,Umzingwane,Esibomvu Clinic,Esibobvu - 100455 - Clinic,SjvPWQ5l2gT,ZW060625
Matabeleland South,Umzingwane,Umzingwane,Habane Clinic,Habani - 100578 - Clinic,MJItwbZps26,ZW060626
Matabeleland South,Umzingwane,Umzingwane,Mawabeni Clinic,Mawabeni - 100969 - Clinic,BryKgdfmnnU,ZW060627
Matabeleland South,Umzingwane,Umzingwane,Mhlahlandlela Clinic,Mhlahlandlela - 101013 - Clinic,JfjyEPK4x5b,ZW060628
Matabeleland South,Umzingwane,Umzingwane,Nhlangano Clinic,Nhlangano - 101269 - Clinic,tN6rOnRMwmB,ZW060629
Matabeleland South,Umzingwane,Umzingwane,Nswazi Clinic,Nswazi - 101297 - Clinic,DD4GJqpcTRS,ZW060630
Matabeleland South,Umzingwane,Umzingwane,Ntshamathe Clinic,Ntshamathe - 101304 - Clinic,xKCmMnOpkq8,ZW060631
Matabeleland South,Umzingwane,Umzingwane,Irrisvale RHC,Irisvale - 100644 - Rural Health Centre,JHAlEGeE4Cl,ZW060632
Matabeleland South,Umzingwane,Umzingwane,Zimbili Clinic,Zimbili - 101911 - Clinic,cMnfYLDG3wb,ZW060634
Matabeleland South,Umzingwane,Umzingwane,Dula Clinic,Dula Clinic,B9HL312kFTS,ZW060635
Matabeleland South,Umzingwane,Umzingwane,Shale Clinic,,ZW060636,ZW060636
Matabeleland South,Umzingwane,Umzingwane,How Mine Clinic,How Mine - 100610 - Mine Clinic,e4A1s0LVXW8,ZW060676
Matabeleland South,Mangwe,Mangwe,Ingwizi Rural Health Centre,Ingwizi - 100639 - Clinic,ImEOeEnBhCe,ZW060703
Matabeleland South,Mangwe,Mangwe,Marula Clinic,Marula - 100910 - Clinic,HYNPD4P3JyV,ZW060705
Matabeleland South,Mangwe,Mangwe,Mayobodo Rural Health Centre,Mayobodo - 100972 - Rural Health Centre,RJnzhQ3jWs2,ZW060707
Matabeleland South,Mangwe,Mangwe,Bango Rural Health Centre,Bango - 100042 - Clinic,vNLrnKgUtPc,ZW060709
Matabeleland South,Mangwe,Mangwe,Plumtree District Hospital,Plumtree - 101417 - District Hospital,RFTwaeEoUqu,ZW06070A
Matabeleland South,Mangwe,Mangwe,St Annes Mission Hospital (Brunapeg),St. Annes Brunapeg - 101642 - Mission Hospital,HWtwaa3MidK,ZW06070D
Matabeleland South,Mangwe,Mangwe,Embakwe Mission Hospital,Embakwe - 100444 - Mission Hospital,csZvGNTFp2K,ZW06070E
Matabeleland South,Mangwe,Mangwe,Madabe Clinic,Madabe - 100800 - Clinic,jPcuTzdshv2,ZW060727
Matabeleland South,Mangwe,Mangwe,Tshitshi Clinic,Tshitshi - 101712 - Clinic,FjN22JqEC4D,ZW060732
Matabeleland South,Mangwe,Mangwe,Sanzukwi Clinic,SANZUKWI - 101529 - Clinic,Bk03KuutZss,ZW060733
Matabeleland South,Mangwe,Mangwe,Maninji Clinic,Maninji - 101914 - Clinic,AxbWlACKfun,ZW060734
Matabeleland South,Mangwe,Mangwe,Macingwana ,Macingwana RHC,qKa0cqfK6cB,ZW060735
Matabeleland South,Mangwe,Mangwe,Dingumuzi Clinic,Dingumuzi - 100394 - Clinic,YaLsThHfLT9,ZW060745
Matabeleland South,Mangwe,Mangwe,Empandeni Mission Clinic,Empandeni - 100445 - Clinic,JOr33aW1Qul,ZW060792
Midlands,Gokwe South,Gokwe South,Gwanyika Rural Health Centre,Gwanyika - 100562 - Rural Health Centre,cBe8uJrLNGC,ZW070301
Midlands,Gokwe South,Gokwe South,Chitapo Clinic,Chitapo - 100288 - Clinic,G3LAK7vc8u9,ZW070307
Midlands,Gokwe South,Gokwe South,Ndabambi Clinic,Ndabambi - 101209 - Clinic,XJsn6cGdf0G,ZW070309
Midlands,Gokwe South,Gokwe South,Gokwe South District Hospital,Gokwe - 100513 - District Hospital,OrydhbKFg8H,ZW07030A
Midlands,Gokwe South,Gokwe South,Kana Mission Hospital,Kana - 100699 - Mission Hospitals,qKPPhaui7JF,ZW07030C
Midlands,Gokwe South,Gokwe South,Svisvi Clinic,Svisvi - 101663 - Rural Health Centre,V3ZLerPguLB,ZW070311
Midlands,Gokwe South,Gokwe South,Zhamba Clinic,Zhamba - 101789 - Clinic,OkK9ixbSp7W,ZW070312
Midlands,Gokwe South,Gokwe South,Cheziya Clinic,Cheziya - 100162 - Clinic,g7fNiqyS7WV,ZW070313
Midlands,Gokwe South,Gokwe South,Njelele clinic,Njelele - 101272 - Clinic,vXnel4MlOIT,ZW070318
Midlands,Gokwe South,Gokwe South,Jahana,Jahana - 100652 - Clinic,zsRDbhBIGQR,ZW070319
Midlands,Gokwe South,Gokwe South,Chemahororo Clinic,Chemahororo - 100156 - Clinic,ZsERKMysaqk,ZW070325
Midlands,Gokwe South,Gokwe South,Krima Clinic,Krima - 100743 - Clinic,iIJY7AzDu3b,ZW070330
Midlands,Gokwe South,Gokwe South,Mangidi Clinic,Mangidi - 100871 - Clinic,Jt1CGWaXQsq,ZW070332
Midlands,Gokwe South,Gokwe South,Manoti Clinic,Manoti - 100874 - Clinic,fH3XHnD9BCh,ZW070333
Midlands,Gokwe South,Gokwe South,Masuka Clinic,Masuka - 100935 - Clinic,O4s37nmNxxd,ZW070334
Midlands,Gokwe South,Gokwe South,Musita Clinic,Musita - 101154 - Clinic,M8BCidxIPZM,ZW070336
Midlands,Gokwe South,Gokwe South,Nyamhunga Clinic,Nyamhunga Council Clinic,vsfNclkyyix,ZW070337
Midlands,Gokwe South,Gokwe South,Sai Clinic,Sai - 101509 - Clinic,S2bq66BaqLc,ZW070338
Midlands,Gokwe South,Gokwe South,Tongwe Clinic,Tongwe - 101697 - Clinic,w1k2xD78mUR,ZW070339
Midlands,Gokwe South,Gokwe South,Manyoni Clinic,Manyoni - 100880 - Clinic,DatBlAwahyx,ZW070393
Midlands,Gokwe South,Gokwe South,Sessame Clinic,Sesame - 101543 - Clinic,k0ZyBtS4wZT,ZW070396
Midlands,Gokwe South,Gokwe South,Huchu,Huchu - 100617 - Clinic,HOkDsYNkFWL,ZW070397
Midlands,Gweru,Gweru,Gunde Rural Health Centre,Gunde - 100545 - Clinic,VbSjaVx4t0f,ZW070401
Midlands,Gweru,Gweru,Kabanga,Kabanga - 100678 - Clinic,HY9D6A9Y6yI,ZW070402
Midlands,Gweru,Gweru,Mangwandi Rural Health Centre,Mangwande - 100872 - Clinic,XdDKGCXjiWo,ZW070403
Midlands,Gweru,Gweru,Masvori,Masvori - 100940 - Clinic,XJoYREEPF4o,ZW070404
Midlands,Gweru,Gweru,Ntabamhlope Rural Health Centre,Ntabamhlope - 101299 - Rural Health Centre,ZPOJK6AT4IP,ZW070406
Midlands,Gweru,Gweru,Gweru Provincial Hospital,Gweru - 100572 - Provincial Hospital,pQhsTO2zXMS,ZW07040A
Midlands,Gweru,Gweru,Gweru District Hospital,Gweru- 101883 -District Hospital,R0AbzHF3tB6,ZW07040B
Midlands,Gweru,Gweru,Chikwingwizha Mission Hospital,Chikwingwizha - 100203 - Mission Clinic,PTsDqlRpf06,ZW07040C
Midlands,Gweru,Gweru,ZPS Connemara Prison Clinic,Connemara - 100347 - Clinic,a8GphVKSr2H,ZW070413
Midlands,Gweru,Gweru,ZPS Whawha Prison Clinic,ZPS Whawha Prison- Clinic - DEL,zZXWPXydW2S,ZW070414
Midlands,Gweru,Gweru,Tumbire,Tumbire - 101718 - Clinic,aJhsccht7WS,ZW070422
Midlands,Gweru,Gweru,Rubi Clinic,Ruby - 101464 - Clinic,hRFRshSksyR,ZW070423
Midlands,Gweru,Gweru,Chinamasa Clinic,Chinamasa - 100217 - Clinic,TqCxTt2cnSm,ZW070424
Midlands,Gweru,Gweru,Chiwundura Clinic,Chiundura - 100309 - Clinic,UcsFwpVoOEX,ZW070425
Midlands,Gweru,Gweru,Maboleni Clinic,Maboleni - 100793 - Clinic,BiLbWhqc5wO,ZW070426
Midlands,Gweru,Gweru,Madikani Clinic,Madhikani - 100804 - Clinic,iGoaM56EbBM,ZW070427
Midlands,Gweru,Gweru,Makepesi Clinic,Makepesi - 100844 - Clinic,GCjrq7GWU3O,ZW070428
Midlands,Gweru,Gweru,Somabhula Clinic,Somabula - 101613 - Clinic,cY93Nr1gwjo,ZW070445
Midlands,Gweru,Gweru,Vungu static,Vungu - 101750 - Clinic,KMIq1ZmHSv8,ZW070446
Midlands,Gweru,Gweru,Nyama Clinic,Nyama - 101326 - Clinic,aihGnf5U3JA,ZW070447
Midlands,Gweru,Gweru,Vungu mobile,Vungu - 101751 - Mobile Clinic,UJXZfglDy6U,ZW070448
Midlands,Gweru,Gweru,Mkoba I Clinic,Mkoba 1 - 101022 - Clinic,kaTOd9MJSSE,ZW070462
Midlands,Gweru,Gweru,Mkoba PolyClinic,Mkoba Poly - 101023 - Clinic,B1ZFRN0RAMC,ZW070463
Midlands,Gweru,Gweru,Monomutapa Clinic,Monomutapa - 101034 - Clinic,aGWqGhV3ang,ZW070464
Midlands,Gweru,Gweru,Ivene,Ivene - 100649 - Clinic,ixtnyj9buiO,ZW070466
Midlands,Gweru,Gweru,Senga Clinic,Senga Poly - 101538 - Clinic,iEaTUEi6wdx,ZW070467
Midlands,Gweru,Gweru,Totonga,Totonga - 101701 - Clinic,M0WPf48urCw,ZW070468
Midlands,Gweru,Gweru,Child Welfare Clinic,Child Welfare - 100205 - Clinic,JRHi4DxHO3h,ZW070469
Midlands,Gweru,Gweru,Lower Gweru clinic,Lower Gweru - 100772 - Mission Clinic,tdC1z2GmRLr,ZW070491
Midlands,Gweru,Gweru,ST Patricks,St. Patricks - 101636 - Mission Clinic,yy7YQ1Iak4s,ZW070492
Midlands,Gweru,Gweru,Hozhori,Hozheri - 100615 - Clinic,jtWtzBZSo3X,ZW070494
Midlands,Kwekwe,Kwekwe,Dendera Rural Health Centre,Dendera - 100377 - Rural Hospital,F2rElAKbgv8,ZW070501
Midlands,Kwekwe,Kwekwe,Donsa,Donsa - 100410 - Clinic,tFiCFVJ3KLP,ZW070502
Midlands,Kwekwe,Kwekwe,Mazebe Rural Health Centre,Mazebe - 100975 - Rural Health Centre,QwFhomr6Alo,ZW070503
Midlands,Kwekwe,Kwekwe,Msilahobe Rural Health Centre,Msilahove - 101055 - Rural Hospital,s33kOOe8v54,ZW070504
Midlands,Kwekwe,Kwekwe,Nyoni Rural Health Centre,Nyoni - 101387 - Rural Health Centre,DFCkzGef5fF,ZW070505
Midlands,Kwekwe,Kwekwe,Mpinda rhc,Mpinda - 101042 - Clinic,tSdwPF3mcEX,ZW070506
Midlands,Kwekwe,Kwekwe,Mayorca,Mayoka - 100973 - Rural Health Centre,q2PCmYuFLcy,ZW070509
Midlands,Kwekwe,Kwekwe,Kwekwe General Hospital,Kwekwe - 100754 - District Hospital,nThW8r8MZtE,ZW07050A
Midlands,Kwekwe,Kwekwe,Silobela District Hospital,Silobela - 101590 - District Hospital,V9SM8e6sFIW,ZW07050B
Midlands,Kwekwe,Kwekwe,Zhombe Mission Hospital,Zhombe - 101792 - Mission Clinic,RgkNZppVRq4,ZW07050C
Midlands,Kwekwe,Kwekwe,Donjuan Clinic,Don Juan - 100404 - Clinic,k4sThzc4zIy,ZW070525
Midlands,Kwekwe,Kwekwe,Exchange Clinic,Exchange - 100457 - Clinic,NGyX8ov4BLC,ZW070526
Midlands,Kwekwe,Kwekwe,Malisa Joshepha Clinic,Malisa Josefa - 100863 - Clinic,A2VmYuwHVAw,ZW070527
Midlands,Kwekwe,Kwekwe,Malisa Zhombe Clinic,Malisa Zhambe - 100862 - Clinic,eTmhzfynWbq,ZW070528
Midlands,Kwekwe,Kwekwe,Ntabeni Clinic,Ntabeni - 101301 - Clinic,h5siIA7lQfx,ZW070529
Midlands,Kwekwe,Kwekwe,Samambwa,Samambwa - 101514 - Clinic,n8fSBgAncxp,ZW070530
Midlands,Kwekwe,Kwekwe,Senkwazi Clinic,Senkwasi - 101541 - Clinic,VZxPjFpaeGG,ZW070531
Midlands,Kwekwe,Kwekwe,Sidakeni Clinic,Sidakeni - 101579 - Clinic,fBCkowl14OR,ZW070532
Midlands,Kwekwe,Kwekwe,Silobela Jackson Clinic,Silobela-Jackson - 101871 - Clinic,rUINnsV4knE,ZW070533
Midlands,Kwekwe,Kwekwe,Simana Clinic,Simana - 101595 - Clinic,ozA3NlEUYDi,ZW070534
Midlands,Kwekwe,Kwekwe,Rio Tinto Clinic,Rio Tinto - 101455 - Mine Clinic,RIBxxUnvvQD,ZW070552
Midlands,Kwekwe,Kwekwe,Mlezu clinic,Mlezu College - 101872 - Clinic,WscRtpmKh2V,ZW070553
Midlands,Kwekwe,Kwekwe,Torwood Clinic,Torwood - 101700 - Hospital,N9VWu2Kppre,ZW070554
Midlands,Kwekwe,Kwekwe,Zrdc clinic,,ZW070557,ZW070557
Midlands,Kwekwe,Kwekwe,Redcliff Clinic,Redcliff - 101446 - Clinic,lr8nRgvCs8m,ZW070559
Midlands,Kwekwe,Kwekwe,Amaveni Clinic,Amaveni - 100008 - Clinic,IJFe4swzr4G,ZW070561
Midlands,Kwekwe,Kwekwe,Mbizo I Clinic,Mbizo 1 - 100996 - Clinic,cNMEcj2lCN3,ZW070562
Midlands,Kwekwe,Kwekwe,Mbizo II Clinic,Mbizo 2 - 100997 - Clinic,hZNgOzXAjrf,ZW070563
Midlands,Kwekwe,Kwekwe,Rutendo Clinic,Rutendo - 101487 - Clinic,nCBpV7ktT9y,ZW070564
Midlands,Kwekwe,Kwekwe,Sebakwe,Sebakwe - 101531 - Clinic,uZE16ljHypJ,ZW070565
Midlands,Kwekwe,Kwekwe,Sherwood Clinic,Sherwood - 101561 - Clinic,GicGwiouuoj,ZW070566
Midlands,Kwekwe,Kwekwe,Jena mines clinic,Jena Mine - 100658 - Mine Clinic,tmh3MNEV8eO,ZW070577
Midlands,Kwekwe,Kwekwe,Gomola,Gomola - 100516 - Clinic,yuQafsH22Bi,ZW070583
Midlands,Kwekwe,Kwekwe,Munyati clinic,Munyati - 101113 - Clinic,blbFyrowZRf,ZW070585
Midlands,Kwekwe,Kwekwe,Al Davies Clinic,Al Davies - 100004 - Clinic,tnlz7dGBqL9,ZW070586
Midlands,Kwekwe,Kwekwe,Dambridge Clinic,Dambridge - 100362 - Clinic,dMwOTm1TWlM,ZW070588
Midlands,Kwekwe,Kwekwe,Sigezibubi clinic,Sigezububi - 101583 - Clinic,nFw1qqq3OEx,ZW070589
Midlands,Mberengwa,Mberengwa,Gwarawa Rural Health Centre,Gwarava - 100565 - Rural Health Centre,l41qggZoaFK,ZW070601
Midlands,Mberengwa,Mberengwa,Mataga Rural Health Centre,Mataga - 100942 - Rural Health Centre,iTw40m40wuw,ZW070602
Midlands,Mberengwa,Mberengwa,Mavorovondo Rural Health Centre,Mavorovondo - 100968 - Rural Health Centre,yzbqtmKSajN,ZW070603
Midlands,Mberengwa,Mberengwa,Murongwe Rural Health Centre,Murongwe - 101135 - Rural Health Centre,pZIckeagBf7,ZW070604
Midlands,Mberengwa,Mberengwa,Mwanezi Rural Health Centre,Mwenezi - 101198 - Rural Health Centre,ZWwFAVck5em,ZW070605
Midlands,Mberengwa,Mberengwa,Vurasha Rural Health Centre,Vurasha - 101753 - Rural Health Centre,Ffe71rF6iVh,ZW070606
Midlands,Mberengwa,Mberengwa,Wanezi Rural Health Centre,Wanezi Rural Hospital,tDPdTZDx9V6,ZW070607
Midlands,Mberengwa,Mberengwa,Kotokwe,Kotokwe - 100739 - Clinic,sBdgbB2fR3S,ZW070608
Midlands,Mberengwa,Mberengwa,Mberengwa District Hospital,Mberengwa -101874 - District Hospital,rbE4iLAquiP,ZW07060A
Midlands,Mberengwa,Mberengwa,Jeka Rural Hospital,Jeka - 100656 - Rural Hospital,YtbICY59p63,ZW07060B
Midlands,Mberengwa,Mberengwa,Mnene Mission Hospital,Mnene Outreach,K6sG4uXiB6K,ZW07060C
Midlands,Mberengwa,Mberengwa,Masase Mission Hospital,Masase - 100918 - Mission Hospital,RXaYWmsAjhs,ZW07060D
Midlands,Mberengwa,Mberengwa,Musume Mission Hospital,Musume - 101157 - Mission Hospital,b1EmP6cfSji,ZW07060E
Midlands,Mberengwa,Mberengwa,Bonda Clinic,Bonda Clinic,yWRCzwtdVqp,ZW070625
Midlands,Mberengwa,Mberengwa,Chabwira,Chabwira - 100122 - Clinic,TdlbemyPNd1,ZW070626
Midlands,Mberengwa,Mberengwa,Chidembeko Clinic,Chedembeko - 100151 - Clinic,n7JrJFbZSSY,ZW070627
Midlands,Mberengwa,Mberengwa,Chingezi Clinic,Chingezi - 100228 - Clinic,rhEss5YJ0lt,ZW070628
Midlands,Mberengwa,Mberengwa,Makuwerere Clinic,Makuwerere - 100857 - Clinic,bAlZzNKhdBr,ZW070629
Midlands,Mberengwa,Mberengwa,Matedzi,Matedzi - 100947 - Clinic,DHlTNsaO7Yr,ZW070630
Midlands,Mberengwa,Mberengwa,Maziofa,Mazivofa - 100978 - Clinic,MQblsJGrTBd,ZW070631
Midlands,Mberengwa,Mberengwa,Imbahuru Clinic,Imbahuru - 100629 - Clinic,Ocwsmwt9N25,ZW070632
Midlands,Mberengwa,Mberengwa,Mketi Clinic,Muketi - 101094 - Clinic,sMfRb7ilqPz,ZW070633
Midlands,Mberengwa,Mberengwa,Negove Clinic,Negobe - 101219 - Clinic,Q8Btfg2jxPv,ZW070634
Midlands,Mberengwa,Mberengwa,Ingezi Clinic,Ingezi - 100637 - Clinic,soB2Lgw5gnB,ZW070635
Midlands,Mberengwa,Mberengwa,Ngungumbane Clinic,Ngungumbane - 101259 - Clinic,HQMqEmIOVzv,ZW070636
Midlands,Mberengwa,Mberengwa,Svita Clinic,Svita - 101664 - Clinic,V1UPlYfZT1D,ZW070637
Midlands,Mberengwa,Mberengwa,Mponjani Clinic,Mponjani - 101046 - Clinic,B9tfPt6kbdN,ZW070638
Midlands,Mberengwa,Mberengwa,Mposi Clinic,Mposi - 101048 - Clinic,R1CcS5Hxd1k,ZW070639
Midlands,Mberengwa,Mberengwa,Chiedza Clinic,Chiedza - 100176 - Clinic,dySKWJvcCwO,ZW070640
Midlands,Mberengwa,Mberengwa,Vutsanana,Vutsanana - 101754 - Clinic,nyYPQGMntMU,ZW070641
Midlands,Mberengwa,Mberengwa,Chaza Clinic,Chaza - 101873 - Clinic,E0ZtvGWVlYJ,ZW070642
Midlands,Mberengwa,Mberengwa,Neta Clinic,Neta Clinic,Tuja7aMuhP7,ZW070643
Midlands,Mberengwa,Mberengwa,Gaha Clinic,Gaha - 100482 - Clinic,dAuWnsrDRVU,ZW070676
Midlands,Mberengwa,Mberengwa,Sandawana Clinic,Sandawana - 101521 - Clinic,iSTR4XRC1dk,ZW070678
Midlands,Gokwe South,Gokwe South,Mateta Rural Health Centre,Mateta - 100951 - Rural Health Centre,EwHQN1F5qHJ,ZW070306
